<strong>ID</strong><strong>	ORF</strong><strong>	RANGE_GB</strong><strong>	GeneSymbol</strong><strong>	GeneType</strong><strong>	RANGE_START</strong><strong>	RANGE_END</strong><strong>	RANGE_STRAND</strong>
4727	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33030[gene]">BSU33030</a>	AL009126.3	yuxN		3388113	3388988	1
4728	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1273	5'UTR	3388289	3388830	-1
4729	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1274	Inter	3388832	3388961	-1
4730	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33040[gene]">BSU33040</a>	AL009126.3	fumC		3389024	3390412	-1
4731	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33049[gene]">BSU33049</a>	AL009126.3	yvzF		3390479	3390664	-1
4732	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33050[gene]">BSU33050</a>	AL009126.3	gerAA		3390782	3392230	1
4733	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1275	3'NT	3391778	3394421	-1
4734	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33060[gene]">BSU33060</a>	AL009126.3	gerAB		3392199	3393296	1
4735	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33070[gene]">BSU33070</a>	AL009126.3	gerAC		3393293	3394414	1
4736	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33080[gene]">BSU33080</a>	AL009126.3	liaR		3394422	3395057	-1
4737	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33090[gene]">BSU33090</a>	AL009126.3	liaS		3395035	3396117	-1
4738	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33100[gene]">BSU33100</a>	AL009126.3	liaF		3396114	3396839	-1
4739	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33110[gene]">BSU33110</a>	AL009126.3	liaG		3396873	3397745	-1
4740	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33120[gene]">BSU33120</a>	AL009126.3	liaH		3397846	3398523	-1
4741	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33130[gene]">BSU33130</a>	AL009126.3	liaI		3398550	3398930	-1
4742	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33140[gene]">BSU33140</a>	AL009126.3	yvqJ		3399092	3400360	-1
4743	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33150[gene]">BSU33150</a>	AL009126.3	yvqK		3400537	3401118	-1
4744	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33160[gene]">BSU33160</a>	AL009126.3	yvrA		3401141	3402469	-1
4745	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33170[gene]">BSU33170</a>	AL009126.3	yvrB		3402469	3403530	-1
4746	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33180[gene]">BSU33180</a>	AL009126.3	yvrC		3403493	3404437	-1
4747	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1276	5'UTR	3404438	3404707	-1
4748	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1277	Inter	3404709	3405636	-1
4749	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33190[gene]">BSU33190</a>	AL009126.3	yvrD		3404835	3405626	1
4750	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33200[gene]">BSU33200</a>	AL009126.3	yvrE		3405664	3406542	-1
4751	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33210[gene]">BSU33210</a>	AL009126.3	yvrG		3406614	3408356	-1
4752	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33221[gene]">BSU33221</a>	AL009126.3	yvrH		3408353	3409066	-1
4753	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33222[gene]">BSU33222</a>	AL009126.3	rsoA		3409219	3409458	-1
4754	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33230[gene]">BSU33230</a>	AL009126.3	sigO		3409462	3409992	-1
4755	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33239[gene]">BSU33239</a>	AL009126.3	yvrJ		3410007	3410345	1
4756	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1278	5'UTR	3410379	3410465	1
4757	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33240[gene]">BSU33240</a>	AL009126.3	oxdC		3410466	3411623	1
4758	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33250[gene]">BSU33250</a>	AL009126.3	yvrL		3411684	3412094	1
4759	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33260[gene]">BSU33260</a>	AL009126.3	yvrN		3412128	3413357	-1
4760	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33270[gene]">BSU33270</a>	AL009126.3	yvrO		3413350	3414039	-1
4761	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33280[gene]">BSU33280</a>	AL009126.3	yvrP		3414023	3415216	-1
4762	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33290[gene]">BSU33290</a>	AL009126.3	fhuC		3415387	3416196	-1
4763	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33300[gene]">BSU33300</a>	AL009126.3	fhuG		3416212	3417222	-1
4764	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33310[gene]">BSU33310</a>	AL009126.3	fhuB		3417222	3418376	-1
4765	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33320[gene]">BSU33320</a>	AL009126.3	fhuD		3418474	3419421	1
4766	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33330[gene]">BSU33330</a>	AL009126.3	lysP		3419656	3421065	-1
4767	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1279	Indep	3420519	3421486	1
4768	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3			3421169	3421348	-1
4769	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33340[gene]">BSU33340</a>	AL009126.3	sspJ		3421465	3421605	-1
4770	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1280	5'UTR	3421635	3422223	-1
4771	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33350[gene]">BSU33350</a>	AL009126.3	yvsG		3421772	3422254	1
4772	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33360[gene]">BSU33360</a>	AL009126.3	yvgJ		3422354	3424207	1
4773	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33370[gene]">BSU33370</a>	AL009126.3	yvgK		3424235	3425161	-1
4774	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33380[gene]">BSU33380</a>	AL009126.3	yvgL		3425272	3426054	1
4775	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33390[gene]">BSU33390</a>	AL009126.3	yvgM		3426035	3426718	1
4776	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33400[gene]">BSU33400</a>	AL009126.3	yvgN		3426749	3427579	-1
4777	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33410[gene]">BSU33410</a>	AL009126.3	yvgO		3427802	3428287	1
4778	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33420[gene]">BSU33420</a>	AL009126.3	nhaK		3428331	3430343	-1
4779	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1281	5'UTR	3430344	3430495	-1
4780	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33430[gene]">BSU33430</a>	AL009126.3	cysI		3430598	3432313	-1
4781	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33440[gene]">BSU33440</a>	AL009126.3	cysJ		3432339	3434156	-1
4782	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33450[gene]">BSU33450</a>	AL009126.3	helD		3434327	3436651	-1
4783	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33460[gene]">BSU33460</a>	AL009126.3	yvgT		3436849	3437457	-1
4784	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33470[gene]">BSU33470</a>	AL009126.3	bdbC		3437644	3438060	-1
4785	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33480[gene]">BSU33480</a>	AL009126.3	bdbD		3438065	3438733	-1
4786	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33490[gene]">BSU33490</a>	AL009126.3	copB		3438853	3440952	-1
4787	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1282	5'UTR	3440953	3441054	-1
4788	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33500[gene]">BSU33500</a>	AL009126.3	copA		3441121	3443529	-1
4789	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1283	Intra	3443530	3443612	-1
4790	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33510[gene]">BSU33510</a>	AL009126.3	copZ		3443613	3443822	-1
4791	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33520[gene]">BSU33520</a>	AL009126.3	csoR		3443896	3444201	-1
4792	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33530[gene]">BSU33530</a>	AL009126.3	yvaA		3444329	3445405	1
4793	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33540[gene]">BSU33540</a>	AL009126.3	yvaB		3445442	3446077	-1
4794	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1284	5'UTR	3446078	3446175	-1
4795	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33550[gene]">BSU33550</a>	AL009126.3	yvaC		3446237	3448132	-1
4796	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33560[gene]">BSU33560</a>	AL009126.3	yvaD		3448295	3448696	-1
4797	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33570[gene]">BSU33570</a>	AL009126.3	yvaE		3448693	3449052	-1
4798	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33580[gene]">BSU33580</a>	AL009126.3	yvaF		3449049	3449621	-1
4799	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33590[gene]">BSU33590</a>	AL009126.3	yvaG		3449732	3450526	-1
4800	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1285	Inter	3450605	3450670	-1
4801	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	ssrA		3450710	3451071	-1
4802	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1286	5'UTR	3451133	3451197	-1
4803	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33600[gene]">BSU33600</a>	AL009126.3	smpB		3451248	3451718	-1
4804	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1287	Inter	3451771	3451862	-1
4805	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33610[gene]">BSU33610</a>	AL009126.3	rnr		3451863	3454202	-1
4806	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33620[gene]">BSU33620</a>	AL009126.3	yvaK		3454221	3454967	-1
4807	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33630[gene]">BSU33630</a>	AL009126.3	secG		3455093	3455323	-1
4808	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33640[gene]">BSU33640</a>	AL009126.3	yvaM		3455472	3456242	1
4809	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33650[gene]">BSU33650</a>	AL009126.3	yvzC		3456282	3456515	-1
4810	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33660[gene]">BSU33660</a>	AL009126.3	rghRA		3456667	3457074	1
4811	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33670[gene]">BSU33670</a>	AL009126.3	rghRB		3457104	3457523	1
4812	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33680[gene]">BSU33680</a>	AL009126.3	yvaP		3457615	3457941	1
4813	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1288	Inter	3457942	3458026	1
4814	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33690[gene]">BSU33690</a>	AL009126.3	yvaQ		3458066	3459766	1
4815	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1289	3'PT	3458782	3459775	-1
4816	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33700[gene]">BSU33700</a>	AL009126.3	opuBD		3459806	3460486	-1
4817	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1290	Indep-NT	3460206	3462957	1
4818	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33710[gene]">BSU33710</a>	AL009126.3	opuBC		3460503	3461423	-1
4819	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33720[gene]">BSU33720</a>	AL009126.3	opuBB		3461435	3462088	-1
4820	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33730[gene]">BSU33730</a>	AL009126.3	opuBA		3462105	3463250	-1
4821	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1291	5'UTR	3463251	3463318	-1
4822	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33740[gene]">BSU33740</a>	AL009126.3	yvaV		3463534	3464067	1
4823	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1292	Indep-NT	3463734	3464253	-1
4824	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1293	5'UTR	3464210	3464288	1
4825	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33750[gene]">BSU33750</a>	AL009126.3	sdpA		3464289	3464765	1
4826	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33760[gene]">BSU33760</a>	AL009126.3	sdpB		3464762	3465733	1
4827	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1294	3'PT	3465665	3466067	-1
4828	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33770[gene]">BSU33770</a>	AL009126.3	spbC		3465776	3466387	1
4829	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1295	3'PT	3466069	3466155	-1
4830	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1296	3'UTR	3466157	3466342	-1
4831	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1297	3'PT	3466412	3467550	1
4832	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33780[gene]">BSU33780</a>	AL009126.3	sdpI		3466434	3467057	-1
4833	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33790[gene]">BSU33790</a>	AL009126.3	sdpR		3467054	3467326	-1
4834	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1298	Inter	3467393	3467541	-1
4835	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33800[gene]">BSU33800</a>	AL009126.3	opuCD		3467546	3468235	-1
4836	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33810[gene]">BSU33810</a>	AL009126.3	opuCC		3468253	3469164	-1
4837	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33820[gene]">BSU33820</a>	AL009126.3	opuCB		3469184	3469837	-1
4838	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33830[gene]">BSU33830</a>	AL009126.3	opuCA		3469860	3471002	-1
4839	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33840[gene]">BSU33840</a>	AL009126.3	yvbF		3471266	3471823	1
4840	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1299	Inter	3471824	3472588	1
4841	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33850[gene]">BSU33850</a>	AL009126.3	yvbG		3471841	3472476	-1
4842	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33860[gene]">BSU33860</a>	AL009126.3	yvbH		3472626	3473240	1
4843	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33870[gene]">BSU33870</a>	AL009126.3	yvbI		3473372	3474070	1
4844	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33880[gene]">BSU33880</a>	AL009126.3	yvbJ		3474106	3475923	-1
4845	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33890[gene]">BSU33890</a>	AL009126.3	yvbK		3476043	3476510	1
4846	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33900[gene]">BSU33900</a>	AL009126.3	eno		3476555	3477847	-1
4847	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33910[gene]">BSU33910</a>	AL009126.3	pgm		3477877	3479412	-1
4848	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33920[gene]">BSU33920</a>	AL009126.3	tpiA		3479405	3480166	-1
4849	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33930[gene]">BSU33930</a>	AL009126.3	pgk		3480197	3481381	-1
4850	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1300	5'UTR	3481382	3481622	-1
4851	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1301	Inter	3481624	3481697	-1
4852	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33940[gene]">BSU33940</a>	AL009126.3	gapA		3481698	3482705	-1
4853	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33950[gene]">BSU33950</a>	AL009126.3	cggR		3482752	3483774	-1
4854	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1302	5'UTR	3483775	3483886	-1
4855	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1303	5'UTR	3483888	3483998	-1
4856	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33960[gene]">BSU33960</a>	AL009126.3	araE		3484072	3485466	-1
4857	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33970[gene]">BSU33970</a>	AL009126.3	araR		3485604	3486758	1
4858	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33980[gene]">BSU33980</a>	AL009126.3	yvbT		3486807	3487817	-1
4859	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1304	5'UTR	3487818	3487895	-1
4860	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU33990[gene]">BSU33990</a>	AL009126.3	yvbU		3487974	3488852	-1
4861	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34000[gene]">BSU34000</a>	AL009126.3	cyeB		3488952	3489869	1
4862	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34010[gene]">BSU34010</a>	AL009126.3	yvbW		3489910	3491253	-1
4863	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3			3491322	3491557	-1
4864	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1305	Intra	3491558	3491654	-1
4865	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34020[gene]">BSU34020</a>	AL009126.3	yvbX		3491655	3492689	-1
4866	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34030[gene]">BSU34030</a>	AL009126.3	yvbY		3492797	3493519	-1
4867	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34040[gene]">BSU34040</a>	AL009126.3	yvfW		3493519	3494958	-1
4868	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34050[gene]">BSU34050</a>	AL009126.3	yvfV		3494985	3495701	-1
4869	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1306	5'UTR	3495702	3495768	-1
4870	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34060[gene]">BSU34060</a>	AL009126.3	yvfU		3495876	3496478	-1
4871	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34070[gene]">BSU34070</a>	AL009126.3	yvfT		3496495	3497481	-1
4872	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34080[gene]">BSU34080</a>	AL009126.3	yvfS		3497614	3498351	-1
4873	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34090[gene]">BSU34090</a>	AL009126.3	yvfR		3498352	3499257	-1
4874	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34100[gene]">BSU34100</a>	AL009126.3	rsbQ		3499541	3500350	1
4875	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34110[gene]">BSU34110</a>	AL009126.3	rsbP		3500386	3501597	1
4876	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34120[gene]">BSU34120</a>	AL009126.3	ganB		3501651	3502940	-1
4877	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34130[gene]">BSU34130</a>	AL009126.3	ganA		3503020	3505083	-1
4878	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34140[gene]">BSU34140</a>	AL009126.3	ganQ		3505102	3505953	-1
4879	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34150[gene]">BSU34150</a>	AL009126.3	ganP		3505957	3507213	-1
4880	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34160[gene]">BSU34160</a>	AL009126.3	cycB		3507253	3508518	-1
4881	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34170[gene]">BSU34170</a>	AL009126.3	ganR		3508659	3509651	-1
4882	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1307	3'UTR	3509781	3509830	-1
4883	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34180[gene]">BSU34180</a>	AL009126.3	yvfI		3509831	3510490	-1
4884	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1308	5'UTR	3510491	3510596	-1
4885	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1309	5'UTR	3510674	3510779	1
4886	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34190[gene]">BSU34190</a>	AL009126.3	yvfH		3510780	3512471	1
4887	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34200[gene]">BSU34200</a>	AL009126.3	sigL		3512498	3513808	-1
4888	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1310	3'PT	3512501	3513571	1
4889	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1311	5'UTR	3513628	3513886	1
4890	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34210[gene]">BSU34210</a>	AL009126.3	yvfG		3513887	3514105	1
4891	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34220[gene]">BSU34220</a>	AL009126.3	epsO		3514115	3515083	-1
4892	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34230[gene]">BSU34230</a>	AL009126.3	epsN		3515062	3516228	-1
4893	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34240[gene]">BSU34240</a>	AL009126.3	epsM		3516233	3516883	-1
4894	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34250[gene]">BSU34250</a>	AL009126.3	epsL		3516880	3517488	-1
4895	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34265[gene]">BSU34265</a>	AL009126.3	epsK		3517485	3519002	-1
4896	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34280[gene]">BSU34280</a>	AL009126.3	epsJ		3518999	3520033	-1
4897	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34290[gene]">BSU34290</a>	AL009126.3	epsI		3520030	3521106	-1
4898	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34300[gene]">BSU34300</a>	AL009126.3	epsH		3521111	3522145	-1
4899	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34310[gene]">BSU34310</a>	AL009126.3	epsG		3522170	3523273	-1
4900	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34320[gene]">BSU34320</a>	AL009126.3	epsF		3523270	3524424	-1
4901	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34330[gene]">BSU34330</a>	AL009126.3	epsE		3524417	3525253	-1
4902	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34340[gene]">BSU34340</a>	AL009126.3	epsD		3525250	3526395	-1
4903	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34350[gene]">BSU34350</a>	AL009126.3	epsC		3526407	3528203	-1
4904	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1312	5'UTR	3528204	3528263	-1
4905	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34360[gene]">BSU34360</a>	AL009126.3	epsB		3528462	3529145	-1
4906	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34370[gene]">BSU34370</a>	AL009126.3	epsA		3529151	3529855	-1
4907	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1313	5'UTR	3529856	3529913	-1
4908	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34380[gene]">BSU34380</a>	AL009126.3	slrR		3530101	3530559	1
4909	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34390[gene]">BSU34390</a>	AL009126.3	pnbA		3530635	3532104	1
4910	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34400[gene]">BSU34400</a>	AL009126.3	padC		3532325	3532810	-1
4911	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34410[gene]">BSU34410</a>	AL009126.3	yveG		3532833	3533120	-1
4912	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34420[gene]">BSU34420</a>	AL009126.3	yveF		3533196	3533288	-1
4913	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34430[gene]">BSU34430</a>	AL009126.3	racX		3533419	3534102	-1
4914	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34440[gene]">BSU34440</a>	AL009126.3	pbpE		3534118	3535473	-1
4915	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S1314	5'UTR	3535821	3536011	1
4916	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34450[gene]">BSU34450</a>	AL009126.3	sacB		3536012	3537433	1
4917	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34460[gene]">BSU34460</a>	AL009126.3	levB		3537507	3539057	1
4918	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU34470[gene]">BSU34470</a>	AL009126.3	yveA		3539165	3540727	1
